Filename, Label, Confidence, Scene Category
10091057_20250130000001.141633.jpg, indoor, 0.15, gymnasium/indoor
1006640e_20241218210035.110496.jpg, indoor, 0.41, mezzanine
100ace36_20241231030200.341128.jpg, indoor, 0.19, balcony/interior
100ceabb_20250129150637.809983.jpg, indoor, 0.57, staircase
10034bc2_20250127180032.300334.jpg, indoor, 0.29, auto_factory
10032a0a_20241218000039.609144.jpg, indoor, 0.55, gymnasium/indoor
100f7936_20250129150158.102274.jpg, indoor, 0.30, clean_room
100cbdb2_20241216120803.926301.jpg, indoor, 0.25, elevator/door
100f2c47_20250127152334.965317.jpg, indoor, 0.48, storage_room
1008c9af_20241218180018.500542.jpg, indoor, 0.41, gymnasium/indoor
100d984c_20241231150032.476282.jpg, outdoor, 0.73, loading_dock
10021315_20241215180011.390589.jpg, indoor, 0.34, toyshop
100e6e62_20241231210442.966968.jpg, indoor, 0.40, hardware_store
10097d37_20250127180012.084648.jpg, indoor, 0.17, lobby
100dd56c_20250129122647.719602.jpg, indoor, 0.90, elevator/door
10098e50_20241216120017.254708.jpg, outdoor, 0.64, boardwalk
100fa82f_20250131210021.649481.jpg, outdoor, 0.58, loading_dock
100df7cf_20241218030005.886635.jpg, indoor, 0.93, conference_room
10040568_20241209120000.853945.jpg, indoor, 0.21, computer_room
100e8362_20250129210047.351450.jpg, indoor, 0.31, auto_factory
101082a0_20241231180024.050972.jpg, indoor, 0.54, hardware_store
1003d64b_20241231161607.707622.jpg, indoor, 0.34, television_studio
100fb37e_20250131150034.473314.jpg, indoor, 0.23, clean_room
100c7f88_20250129213830.930610.jpg, indoor, 0.31, repair_shop
100be8fe_20250127180015.618988.jpg, indoor, 0.52, office_cubicles
10075027_20250127180143.245308.jpg, indoor, 0.33, home_theater
1003f423_20250129150351.086005.jpg, indoor, 0.46, gymnasium/indoor
100cb405_20241209060023.674879.jpg, indoor, 0.44, clean_room
10035daa_20241231180030.934661.jpg, indoor, 0.46, office_cubicles
100a6fde_20241231060008.060302.jpg, indoor, 0.17, engine_room
10099d54_20250130001236.093289.jpg, indoor, 0.15, server_room
100b3986_20250131210114.138962.jpg, indoor, 0.66, elevator_shaft
100256a1_20250129122126.881305.jpg, indoor, 0.50, art_studio
100cc1f2_20241231130158.837281.jpg, indoor, 0.43, science_museum
10033f5a_20241215175521.753625.jpg, indoor, 0.20, corridor
100afd8a_20241209000002.866629.jpg, indoor, 0.35, supermarket
10093c00_20241218210127.962319.jpg, indoor, 0.30, office_cubicles
100cdcdf_20241216090245.956000.jpg, indoor, 0.77, office_cubicles
100e8e7d_20241216180044.412298.jpg, indoor, 0.29, science_museum
1010a452_20241231180049.782617.jpg, indoor, 0.16, reception
1003d0ad_20241209090512.580312.jpg, indoor, 0.55, conference_room
100803ef_20250127120226.332239.jpg, indoor, 0.64, mezzanine
100b8940_20241218150030.192645.jpg, indoor, 0.73, office_cubicles
10068f9a_20250129120005.580929.jpg, indoor, 0.14, repair_shop
10049644_20241207210828.167853.jpg, indoor, 0.19, clean_room
100bd31e_20250131210019.188968.jpg, indoor, 0.15, closet
10081e7f_20250129060000.299600.jpg, indoor, 0.99, reception
100e6688_20250131210020.778057.jpg, indoor, 0.24, physics_laboratory
1000611e_20241218030040.447274.jpg, indoor, 0.78, corridor
100a9d09_20250127150917.373967.jpg, indoor, 0.44, locker_room
1009e598_20241216092136.718956.jpg, indoor, 0.15, fire_escape
10081527_20250127120002.160000.jpg, indoor, 0.29, physics_laboratory
10022558_20250127210039.494589.jpg, indoor, 0.56, office_cubicles
100b862f_20250129150002.522298.jpg, indoor, 0.21, artists_loft
1001e364_20250129152717.901631.jpg, indoor, 0.40, engine_room
100cd0ba_20241211051103.473632.jpg, indoor, 0.37, assembly_line
100d7d4f_20241216053942.490308.jpg, indoor, 0.22, science_museum
1006c58e_20250130030605.613647.jpg, indoor, 0.28, assembly_line
10050fae_20241218060003.723000.jpg, indoor, 0.15, office_cubicles
10097dd9_20250130181326.091635.jpg, indoor, 0.89, corridor
10045cba_20241216060016.715240.jpg, indoor, 0.36, elevator/door
100dbccd_20250130150046.985634.jpg, indoor, 0.58, office_cubicles
100ab3ec_20241207150041.688665.jpg, indoor, 0.28, lobby
1008a53d_20241209062532.848964.jpg, indoor, 0.24, dorm_room
100571d1_20250130120058.922834.jpg, indoor, 0.69, assembly_line
1007b932_20241209091105.662939.jpg, indoor, 0.19, engine_room
100b41be_20250131060055.649753.jpg, indoor, 0.44, hangar/indoor
10107ad4_20241215210001.786114.jpg, indoor, 0.55, basketball_court/indoor
10015bcc_20250131003435.049945.jpg, indoor, 0.14, dining_room
1007d751_20241209180215.782000.jpg, indoor, 0.15, jail_cell
1005bfa4_20250130150035.550317.jpg, indoor, 0.24, mezzanine
100accd1_20241231185037.957640.jpg, indoor, 0.18, berth
1002936a_20250130210030.777172.jpg, indoor, 0.29, storage_room
1007219f_20250131210030.590613.jpg, indoor, 0.14, office_cubicles
100f40f5_20241218120000.587000.jpg, indoor, 0.41, physics_laboratory
100c8fb9_20250130090114.568979.jpg, indoor, 0.54, corridor
1002e03e_20241218180929.679977.jpg, indoor, 0.14, clean_room
100ebcc8_20250130210006.333889.jpg, outdoor, 0.27, wet_bar
10039c58_20250131150046.876189.jpg, outdoor, 0.37, construction_site
1008404c_20250129114609.999000.jpg, indoor, 0.18, dressing_room
100fc920_20250129150108.533613.jpg, indoor, 0.17, garage/indoor
100f49da_20250130000034.602299.jpg, indoor, 0.15, auto_factory
1003c472_20250130060209.914305.jpg, indoor, 0.40, archive
100a1732_20250131210156.113449.jpg, indoor, 0.24, physics_laboratory
1003a050_20241209090008.118309.jpg, indoor, 0.16, office
10026d25_20241218150145.614642.jpg, indoor, 0.35, server_room
1000d33d_20241215150021.820642.jpg, indoor, 0.96, corridor
1004d769_20250129180434.168302.jpg, indoor, 0.91, corridor
100ddb79_20241218030039.555979.jpg, outdoor, 0.33, construction_site
10052a1a_20241218120238.653274.jpg, indoor, 0.42, mezzanine
10101c83_20250129090326.020964.jpg, indoor, 0.56, engine_room
100fddd7_20241218060006.069640.jpg, indoor, 0.42, engine_room
100275ec_20241218104100.944298.jpg, indoor, 0.18, engine_room
1004936c_20241209150237.612632.jpg, indoor, 0.56, corridor
1008ae54_20241231150004.929945.jpg, outdoor, 0.66, crosswalk
10089426_20241231000034.924966.jpg, indoor, 0.16, storage_room
1006e3df_20250130180000.131230.jpg, indoor, 0.15, basement
100cba14_20241218150009.837397.jpg, indoor, 0.27, television_studio
100097d5_20250130150020.676961.jpg, indoor, 0.29, engine_room
1000a306_20250131093127.151967.jpg, indoor, 0.15, physics_laboratory
100f63cf_20250127092423.719633.jpg, indoor, 0.13, art_studio
100d536c_20250129180100.023978.jpg, indoor, 0.23, artists_loft
10014247_20250131180425.836647.jpg, outdoor, 0.16, slum
10030756_20241218130839.637629.jpg, indoor, 0.29, storage_room
10105fb9_20250130180015.160570.jpg, indoor, 0.31, gymnasium/indoor
100b4deb_20250129184008.975969.jpg, outdoor, 0.35, alley
1004cdcf_20250130030038.889311.jpg, indoor, 0.78, corridor
10106522_20250130000144.275245.jpg, indoor, 0.25, engine_room
100cc788_20241211120755.458648.jpg, indoor, 0.46, lobby
1004faf8_20241211150132.844966.jpg, indoor, 0.14, corridor
10059350_20241218150011.998924.jpg, indoor, 0.34, elevator_shaft
10044962_20250131120111.192976.jpg, indoor, 0.39, garage/indoor
100cb6f5_20241216180001.483498.jpg, indoor, 0.30, amusement_arcade
100ff6b8_20241218032328.602637.jpg, indoor, 0.11, dorm_room
10077f98_20250131210000.285508.jpg, indoor, 0.62, office_cubicles
1008f6b5_20241209072251.878946.jpg, indoor, 0.36, auto_factory
1001fdbf_20250131001142.231964.jpg, indoor, 0.90, elevator_shaft
1004de4f_20250129180043.623983.jpg, indoor, 0.35, beauty_salon
1001d8e7_20241231030056.629595.jpg, indoor, 0.15, engine_room
1000ad00_20250131030000.440534.jpg, indoor, 0.29, music_studio
100302db_20250129180116.572233.jpg, indoor, 0.11, storage_room
1001487a_20241231000154.363977.jpg, indoor, 0.42, assembly_line
10042cdf_20250131153023.585579.jpg, indoor, 0.30, operating_room
1008f5c6_20241211060314.236642.jpg, indoor, 0.09, staircase
100d3646_20241218151000.880624.jpg, outdoor, 0.36, construction_site
100ece8c_20250127120000.720921.jpg, indoor, 0.17, elevator_shaft
100be7cd_20241218150008.572470.jpg, indoor, 0.17, storage_room
1004ccdf_20250130060027.980395.jpg, indoor, 0.35, repair_shop
10018a99_20250129150003.834000.jpg, indoor, 0.46, shoe_shop
10084f4f_20241207030002.903632.jpg, indoor, 0.12, airport_terminal
100d09a2_20250129090937.569300.jpg, indoor, 0.39, storage_room
100e8071_20250127210139.786296.jpg, indoor, 0.42, storage_room
100a2400_20241231212644.696036.jpg, indoor, 0.29, staircase
100fcdee_20241209060022.529610.jpg, indoor, 0.42, office_cubicles
1003ed9a_20241216000341.613641.jpg, indoor, 0.20, artists_loft
100bb60f_20241218030054.789643.jpg, indoor, 0.31, physics_laboratory
1004eee0_20250127210148.883000.jpg, indoor, 0.20, engine_room
100cbc64_20241218090001.567933.jpg, indoor, 0.25, mezzanine
1009b79c_20250127120001.732108.jpg, indoor, 0.27, assembly_line
1007e895_20250131180111.778622.jpg, indoor, 0.22, recreation_room
100bc508_20241218211016.515306.jpg, indoor, 0.27, elevator_shaft
100bde23_20241216090101.118319.jpg, indoor, 0.23, server_room
100613cc_20250131000007.117940.jpg, indoor, 0.46, staircase
100a57a1_20250129000237.908969.jpg, indoor, 0.24, conference_room
1006ae79_20250130120750.490633.jpg, indoor, 0.65, staircase
100f766a_20250129000006.379660.jpg, indoor, 0.35, gymnasium/indoor
1006b8d3_20250130001300.539943.jpg, indoor, 0.52, corridor
100124bc_20250131061750.752627.jpg, indoor, 0.10, waiting_room
10030468_20241231210424.556322.jpg, indoor, 0.38, clean_room
1001ed4f_20241207063121.810648.jpg, indoor, 0.75, staircase
100adba3_20241209150147.019982.jpg, indoor, 0.23, physics_laboratory
1009d98e_20241215150027.444457.jpg, indoor, 0.22, elevator_shaft
100616af_20250130183209.281958.jpg, indoor, 0.26, engine_room
1003f2b1_20250127150048.632209.jpg, indoor, 0.69, gymnasium/indoor
1009e464_20250130150040.080578.jpg, indoor, 0.38, utility_room
100f68b1_20250130180008.963960.jpg, indoor, 0.13, lobby
10020ff8_20241211120003.798000.jpg, indoor, 0.78, assembly_line
1003bb4c_20250127150010.404987.jpg, outdoor, 0.39, construction_site
10051861_20241218060337.411681.jpg, indoor, 0.36, physics_laboratory
10049ded_20250131000053.815126.jpg, indoor, 0.26, art_studio
100211ba_20250131000124.594596.jpg, indoor, 0.29, clean_room
100d4b9b_20241207213020.455304.jpg, indoor, 0.69, office_cubicles
10105123_20250129180820.277638.jpg, outdoor, 0.23, patio
100e9d15_20241216150023.184383.jpg, indoor, 0.29, engine_room
1007ab6d_20241216150650.436641.jpg, indoor, 0.27, storage_room
100b2025_20241231150112.150977.jpg, indoor, 1.00, office_cubicles
100e0433_20241218150000.710190.jpg, indoor, 0.15, cafeteria
10072620_20241218210005.335976.jpg, indoor, 0.24, recreation_room
100085f9_20250131060040.945000.jpg, indoor, 0.44, jewelry_shop
100232c7_20241211180225.552863.jpg, indoor, 0.42, assembly_line
100d3276_20241215000000.442000.jpg, indoor, 0.15, toyshop
100a70f3_20241218180004.045970.jpg, outdoor, 0.62, construction_site
100b3a42_20250127030021.995291.jpg, indoor, 0.16, office
100c09f6_20241216120032.100643.jpg, indoor, 0.92, storage_room
10087d22_20250129181048.902638.jpg, indoor, 0.21, office
100f5331_20250130060002.145737.jpg, indoor, 0.28, mezzanine
100f7c6c_20241218104710.020621.jpg, indoor, 0.42, garage/indoor
10069a83_20250131190218.375000.jpg, indoor, 0.58, storage_room
10105f06_20241215030345.319958.jpg, indoor, 0.57, corridor
100e78d8_20250129210138.693900.jpg, indoor, 0.52, locker_room
100d03fa_20250130180047.228000.jpg, indoor, 0.08, mezzanine
100175ef_20250129000015.402974.jpg, indoor, 0.18, waiting_room
1002e308_20241209030007.259068.jpg, indoor, 0.20, operating_room
10091fda_20241218182324.946953.jpg, indoor, 0.13, lobby
100b775e_20241231180001.358268.jpg, outdoor, 0.36, driveway
10044c7f_20241218120001.844589.jpg, indoor, 0.21, assembly_line
100fbc05_20241211090942.830614.jpg, indoor, 0.34, mezzanine
100f3229_20250130150154.669953.jpg, indoor, 0.24, hardware_store
100b2981_20241216120043.011987.jpg, indoor, 0.21, artists_loft
1009191b_20241211180014.836726.jpg, indoor, 0.26, clean_room
100537b6_20241218210027.055309.jpg, indoor, 0.34, corridor
100e06db_20250130150137.107152.jpg, indoor, 0.15, artists_loft
10089e78_20241218180348.984243.jpg, outdoor, 0.21, atrium/public
1002a512_20250130150001.756798.jpg, indoor, 0.33, server_room
1005c9cd_20241207180116.738985.jpg, indoor, 0.29, department_store
10057ec4_20250129120002.928424.jpg, indoor, 0.30, gymnasium/indoor
100853c8_20250130120001.976445.jpg, indoor, 0.14, physics_laboratory
10047c86_20241216060016.307059.jpg, indoor, 0.23, repair_shop
100caabf_20250127193300.257308.jpg, indoor, 0.32, engine_room
100c9b13_20241209180030.641626.jpg, indoor, 0.19, elevator_lobby
100cf964_20241218180012.617982.jpg, indoor, 0.45, elevator_shaft
100eee5f_20250131030000.088321.jpg, indoor, 0.25, staircase
100f3fcd_20241216150129.003944.jpg, indoor, 0.36, repair_shop
1003dbec_20241218180017.432119.jpg, indoor, 0.21, jewelry_shop
100d0442_20241211000143.653432.jpg, indoor, 0.19, shoe_shop
1008bb94_20241231150004.183649.jpg, indoor, 0.13, museum/indoor
100c0207_20241231181030.140957.jpg, indoor, 0.38, closet
100afdd2_20241218150000.288332.jpg, outdoor, 0.17, courtyard
100bba8e_20250131180032.230139.jpg, indoor, 0.36, lobby
10009353_20241231000257.577302.jpg, indoor, 0.55, storage_room
1009ef5e_20241216150037.267949.jpg, indoor, 0.23, jail_cell
100d7ff1_20250129150036.353161.jpg, indoor, 0.82, mezzanine
1007f489_20250131213827.946857.jpg, outdoor, 0.42, driveway
10038ca8_20241209180638.313367.jpg, indoor, 0.58, bookstore
10053d90_20241209210001.778212.jpg, outdoor, 0.12, patio
100ad1ef_20241218000000.687569.jpg, indoor, 0.44, bank_vault
10018196_20250129063157.412305.jpg, indoor, 0.14, bathroom
100221c0_20250130180050.154990.jpg, indoor, 0.34, chemistry_lab
100c5036_20241215150639.741643.jpg, outdoor, 0.28, yard
1006c7bf_20241231211738.995629.jpg, indoor, 0.38, clean_room
100d8e2f_20241218150155.639440.jpg, indoor, 0.59, hangar/indoor
100addad_20241218000001.727541.jpg, indoor, 0.21, clean_room
100957e9_20241209060042.960843.jpg, indoor, 0.31, mezzanine
100550d6_20241207000013.867579.jpg, indoor, 0.42, storage_room
1000cec2_20241231180011.851838.jpg, indoor, 0.18, clean_room
1009d6a7_20241211000102.147402.jpg, indoor, 0.20, cockpit
100d8ddb_20250131150035.466510.jpg, indoor, 0.26, toyshop
10007f39_20241216031155.417718.jpg, indoor, 0.26, hardware_store
1003a780_20241231121020.780303.jpg, indoor, 0.18, balcony/interior
10040501_20250129150357.464311.jpg, indoor, 0.62, elevator_shaft
100bad17_20241231000416.129975.jpg, indoor, 0.20, assembly_line
100a918b_20241216150006.379872.jpg, indoor, 0.16, television_studio
100366b8_20241209090028.338659.jpg, indoor, 0.22, hardware_store
10056751_20241231030008.923324.jpg, indoor, 0.20, television_studio
10073fdd_20250127150051.716973.jpg, outdoor, 0.30, porch
10061b3c_20250129120221.163400.jpg, indoor, 0.26, mezzanine
10100404_20250131180000.108048.jpg, indoor, 0.35, lobby
1004059a_20250131210302.597301.jpg, indoor, 0.30, corridor
100f05ec_20241231060149.526000.jpg, indoor, 0.34, hangar/indoor
1002f097_20250129100433.281000.jpg, indoor, 0.78, server_room
100308da_20250131180015.642202.jpg, outdoor, 0.18, courtyard
1008ece5_20241218091103.144626.jpg, indoor, 0.17, television_studio
100dbe10_20241216060014.855981.jpg, indoor, 0.18, library/indoor
10093a75_20241211000107.110038.jpg, indoor, 0.35, lobby
100a792b_20241216060001.620625.jpg, indoor, 0.20, repair_shop
100a6f77_20250129120006.390978.jpg, indoor, 0.30, engine_room
100983ab_20241216210006.966900.jpg, indoor, 0.10, server_room
10083e8c_20241209120003.247230.jpg, indoor, 0.33, amusement_arcade
100e1789_20250129210002.397985.jpg, indoor, 0.51, server_room
10075370_20241218090210.782492.jpg, indoor, 0.31, hangar/indoor
100881d3_20241231180106.839627.jpg, indoor, 0.20, bowling_alley
100e4be7_20241211150006.223979.jpg, indoor, 0.10, office_cubicles
1007f869_20241231211830.054251.jpg, indoor, 0.92, corridor
100df1e8_20241209120017.145636.jpg, indoor, 0.41, amusement_arcade
100decba_20250131210011.934921.jpg, indoor, 0.26, office
1002cfb3_20250130210011.893560.jpg, indoor, 0.18, mezzanine
10021e97_20250130000225.495926.jpg, indoor, 0.17, gymnasium/indoor
1000e707_20241216210001.392000.jpg, indoor, 0.15, elevator_shaft
100ac170_20250127210415.087634.jpg, indoor, 0.25, dorm_room
10088b37_20250130150147.456642.jpg, indoor, 0.37, clean_room
100a4d5d_20241231210001.543814.jpg, indoor, 0.96, swimming_pool/indoor
10004ac9_20241211180021.999312.jpg, indoor, 0.68, corridor
100d99da_20241218150111.526980.jpg, indoor, 0.12, hardware_store
100d2a3c_20241218150001.843556.jpg, indoor, 0.11, corridor
1006a9bc_20250130180003.007526.jpg, indoor, 0.15, supermarket
1007abb4_20241218180001.140299.jpg, indoor, 0.13, dining_hall
100ba91a_20250131120039.585532.jpg, doubt, 0.05, office_cubicles
101022c4_20241218180001.873229.jpg, indoor, 0.67, mezzanine
1004552a_20250129180103.125849.jpg, indoor, 0.31, corridor
10097cc7_20241207210451.842641.jpg, indoor, 0.53, corridor
1000f5c1_20241218150004.760361.jpg, indoor, 0.41, science_museum
100190eb_20241216090016.297053.jpg, indoor, 0.55, toyshop
10029844_20250129120042.584873.jpg, indoor, 0.11, recreation_room
100b193b_20241209150218.028966.jpg, indoor, 0.65, storage_room
100f0e96_20250131180010.340978.jpg, indoor, 0.58, hardware_store
100952fc_20250127030455.168302.jpg, indoor, 0.36, elevator_shaft
100a22f9_20241231211321.585966.jpg, indoor, 0.21, art_studio
10053c0b_20241218001421.933627.jpg, indoor, 0.98, office_cubicles
1005f3bb_20241231210013.308211.jpg, indoor, 0.34, assembly_line
100d9f4b_20241215155402.517303.jpg, indoor, 0.47, corridor
10075ba4_20241209185052.448000.jpg, indoor, 0.77, server_room
10009e67_20241231090000.808866.jpg, indoor, 0.09, server_room
1008300b_20241215154038.113969.jpg, indoor, 0.70, server_room
100c198e_20250130060003.460627.jpg, indoor, 0.14, coffee_shop
10035b52_20241216210046.290930.jpg, indoor, 0.40, storage_room
100e4004_20241215210116.974286.jpg, indoor, 0.10, hardware_store
100f682d_20241207090003.120162.jpg, indoor, 0.15, clean_room
100fe92a_20250129150101.801189.jpg, outdoor, 0.35, construction_site
100430f3_20241216091536.581939.jpg, indoor, 0.58, elevator_shaft
100a871f_20250127180001.565623.jpg, indoor, 0.12, mezzanine
1000e38d_20241231120013.746931.jpg, indoor, 0.11, art_studio
100f8a6b_20241207210436.247973.jpg, indoor, 0.53, corridor
100088d3_20241209180004.768064.jpg, indoor, 0.23, storage_room
1002b224_20241207210653.547648.jpg, indoor, 0.24, corridor
100ced7a_20250130210218.612657.jpg, indoor, 0.97, office_cubicles
100d2b3a_20250131210014.051173.jpg, indoor, 0.21, bookstore
1009e9c0_20250131210004.176086.jpg, indoor, 0.51, assembly_line
10024adb_20250130210050.691310.jpg, indoor, 0.56, assembly_line
1001b5b5_20241211030145.901550.jpg, indoor, 0.14, repair_shop
100569dc_20250127030218.193355.jpg, indoor, 0.57, closet
10062d8a_20241231092848.495966.jpg, indoor, 0.41, conference_room
1006f308_20241216120245.331185.jpg, indoor, 0.30, mezzanine
100b39c7_20250129150331.263633.jpg, indoor, 0.15, artists_loft
1003f758_20250130150029.431270.jpg, indoor, 0.16, elevator_shaft
1000b201_20250131000012.992968.jpg, indoor, 0.20, office
100a0c53_20241218150006.593251.jpg, indoor, 0.15, corridor
1007d8d8_20250131180000.553126.jpg, indoor, 0.12, dorm_room
100a7e72_20250127090322.920600.jpg, indoor, 0.26, science_museum
100d8f4f_20241218105557.557965.jpg, indoor, 0.40, artists_loft
100e47c7_20250127090028.654179.jpg, indoor, 0.44, auto_factory
100a255a_20241215112336.935309.jpg, indoor, 0.17, hardware_store
100acb90_20250127133400.527000.jpg, indoor, 0.54, assembly_line
1004e80a_20241209120129.124273.jpg, outdoor, 0.12, loading_dock
100dee9d_20241215030138.634601.jpg, indoor, 0.26, engine_room
1005a9f8_20250131060049.992274.jpg, indoor, 0.19, jacuzzi/indoor
1004bf6e_20241231000358.148966.jpg, outdoor, 0.15, baseball_field
100c0005_20250127180000.529000.jpg, indoor, 0.53, hardware_store
1009e253_20250131180022.651297.jpg, indoor, 0.41, reception
100b5bfa_20250130000339.328967.jpg, indoor, 0.14, elevator_shaft
100d93df_20241215180000.300449.jpg, indoor, 0.14, airplane_cabin
1009c21d_20241231150000.722528.jpg, indoor, 0.12, artists_loft
10013229_20250127210002.468284.jpg, indoor, 0.14, art_studio
100ac707_20250129062234.623326.jpg, indoor, 0.90, corridor
1000dddd_20241209210052.874647.jpg, indoor, 0.32, physics_laboratory
100e0657_20241231000000.388312.jpg, indoor, 0.09, jewelry_shop
1005ba7e_20241231120002.899000.jpg, indoor, 0.17, clothing_store
1007eea2_20241218000526.725963.jpg, indoor, 0.40, engine_room
1003c96d_20241211031859.631288.jpg, indoor, 0.94, corridor
10059980_20250127180112.500957.jpg, indoor, 0.32, gymnasium/indoor
100e302d_20241216120441.849969.jpg, indoor, 0.17, engine_room
100aca99_20241218210157.044827.jpg, indoor, 0.33, repair_shop
100a4297_20241231180010.738374.jpg, indoor, 0.15, science_museum
100148e8_20241209150041.570281.jpg, outdoor, 0.60, driveway
